Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.22008150730772E-08,4.08014979721419E-08,1.63005984545567E-07,2.41008848315838E-06,2.5300928889588E-05,0.000699937697271515,0.0297130970585906,0.094837288950553,0.19658330514343,0.684495013337209,2.90908239295018,7.34720823610933,15.3481296293837,30.4236985252629,43.67081781503,53.69480503122,60.8390116952928,68.292701659282,76.8127824283575,87.3593955494138,100,113.482467921851,125.146088077866,136.131179284704,146.042056377604,161.052326207984,213.197420100571,280.763277338802,337.450432498107
Angola,AGO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.28705632293308E-08,4.19701501468192E-08,4.19701501468192E-08,4.19755070319467E-08,4.19760057477972E-08,4.99662248026381E-08,4.54627380218593E-08,4.9928684326955E-08,5.10339927832032E-08,5.93421546643563E-08,6.76544712689004E-08,1.39577927680422E-07,8.04688737806164E-07,8.18998894556242E-06,0.000186402424825001,0.0035891696476374,0.175888394344964,0.343779182409549,0.479088428283886,3.15001174865776,16.3176590936026,33.6718363717297,100.000001968785,193.926858257731,258.776346106944,368.434273474669,431.503212037768,450.094163436159,537.277045500011,447.223599061626,588.945042067438,776.061968090395,832.370776096916,856.007976631664,886.488903773374,855.298764525375,1041.53407924381,1277.07185317131,1722.06590669197
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.5693807339448,80.4615825688071,81.0825688073393,82.2199923547401,84.1995685889035,85.8781127129751,87.621505024028,89.4604630843163,91.0598241590214,92.3492791612058,97.2750109217999,96.7398427260813,100,103.456749672346,106.950360419397,108.083497160332,109.261003713412,110.319735692442,109.779789209262,112.450169287899,..
Antigua and Barbuda,ATG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.841850928088,29.1597204728309,33.4886233625846,37.3059175988228,40.4219366967544,44.9785791813809,47.3050882792448,49.1236092955359,52.7642876357704,57.0513544365527,62.1154862677614,69.7995414230042,72.9968536286777,74.2014892250856,76.1353060890702,78.0094606050109,79.423669802701,82.0012276534584,83.9718307780057,86.4717837527079,88.0519495454055,89.9099525032086,91.2618530310395,92.6783088769624,94.0535294543465,94.7133111893931,93.8011232326845,95.3407982949343,99.5933940589949,100,103.738825164669,108.282807406701,110.218914456014,111.806324511029,113.147312307429,115.953936657285,114.302631912815,116.782747826568,119.622526401651,122.078040571338,122.162017960866,125.188985632198
Argentina,ARG,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.18895053091502E-11,8.64907652849211E-11,1.11462242081356E-10,1.3998671649233E-10,1.8026735846122E-10,2.18543409371641E-10,2.74498089075475E-10,3.54152666316617E-10,3.90542952628105E-10,4.20989017434933E-10,4.48218059328181E-10,5.88380614993937E-10,9.66384481480835E-10,1.59970732848138E-09,2.0897047438487E-09,6.2209959491128E-09,3.3489038319795E-08,8.68796669538272E-08,2.27079272548601E-07,5.617419920553E-07,1.09983703146405E-06,2.25770549423123E-06,6.64973964313215E-06,3.19292920209082E-05,0.000227079944710638,0.0016064713869076,0.00284814905357603,0.0064806760228146,0.0311880164529436,0.98120342610931,21.3737192500369,51.4043032052253,59.6659994934379,57.5412362252407,59.180781521562,61.0539262799835,61.0219489829064,60.7388601486823,59.7030927427164,58.6066105825432,59.214529394292,58.5656756966243,76.4605374112749,84.4856083466432,99.9999998969317,110.317511084538,125.47629818382,144.222363056105,177.640364739783,204.957277170641,247.824346395484,306.567321408416,374.977453364052,464.780047776689,652.00726257168,825.310738210731,1164.67339673925,1467.57563410044,2060.06629287601
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.462030295706842,16.0498210283141,44.289693873561,52.5635338054846,59.9018047741462,65.0967806009243,65.5187677213725,65.0005904218581,67.0454470164194,67.756161803785,70.9553051421402,75.8946893809888,76.3796018037861,78.5887722763934,82.0524630946995,89.3961202671007,92.4416376368405,100,107.650008078593,110.403716898759,116.795725329982,120.277766438018,124.766161254862,123.014933984404,124.207629297982,127.33795197859
Armenia,ARM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00192770959655547,0.00345804314751732,0.0231276448496244,0.344871702219828,14.5097759874623,37.8942994023043,45.3184634993444,53.3561436917548,59.0644495265819,59.0962286100014,58.2844379028441,60.6561132418411,62.0935344218797,64.9256816258918,69.0221887545451,71.2583946456358,74.5504310516751,77.7059796177821,82.3602277237253,84.4661252560531,91.0280582071425,94.9254700316155,100,103.366824642245,105.753753195239,107.037508479879,107.324984550164,109.633160636454,112.465102820735
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.9826181318074,..,..,..,39.8577351593881,41.4649018964058,41.9102210139946,43.4370294171569,44.7930763541759,46.5810493526159,49.2998397547382,52.0387197411127,54.05437469441,56.873613017793,60.462952070841,62.4953483443488,64.511003297646,66.4462999139352,67.6885058735256,69.2320555968976,72.0318146799062,74.108927187662,76.5660595573112,79.3654192375592,81.3729003163727,84.1381756422133,87.1736495895311,91.8737218367097,100.10305419121,97.9645522714163,100,104.316331940827,104.971363315912,102.481166209295,102.913265514208,103.402172076465,102.485244679054,101.991968327769,105.64368293109
Aruba,ABW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.9238836580591,58.9735404977085,60.7971672400535,63.2094875482819,66.8855857243835,70.6392908620231,73.3183388191312,77.2016597651788,82.0677943709474,84.8340041462232,87.616738218631,90.8634552915754,96.8324070824287,98.9626046661004,100,105.629057896627,110.41138795261,112.727941918036,115.175223118592,119.013777599773,122.519085072653,129.808734220297,136.393773126075,138.749392168985,137.80998389694,142.092154420922,143.213383838384,139.987882459861,142.475217783118,145.383222691611,143.271847596008,144.255446135482,..
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,7.96045785639958,8.14255983350676,8.1165452653486,8.16857440166493,8.40270551508845,8.68886576482831,8.97502601456816,9.28720083246618,9.5213319458897,9.83350676378772,10.1716961498439,10.79604578564,11.4464099895942,12.4869927159209,14.4120707596254,16.5972944849116,18.8085327783559,21.1238293444329,22.8147762747138,24.8959417273673,27.4193548387097,30.0208116545265,33.4287200832466,36.7845993756504,38.2414151925078,40.8168574401665,44.5109261186264,48.309053069719,51.7950052029136,55.6971904266389,59.7814776274714,61.6805411030177,62.3048907388137,63.3975026014568,64.6462018730489,67.6378772112383,69.4068678459938,69.5629552549428,70.1612903225807,71.2018730489074,74.3756503642039,77.6534859521332,79.9687825182102,82.1540062434963,84.0790842872008,86.3423517169615,89.4120707596254,91.4932362122789,95.4734651404787,97.1644120707596,100,103.303850156087,105.124869927159,107.700312174818,110.379812695109,112.044745057232,113.475546305931,115.686784599376,117.89802289282
Australia,AUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.53040013857613,6.74113710832914,6.7356844899507,6.85639207537604,7.08161596609208,7.29304106586724,7.48871986196248,7.85311077741225,8.02983209124722,8.41158270772412,8.84338396043263,9.30199288863867,9.87769458285592,10.7652158106804,12.528451549739,14.5944726452341,16.6404100825283,18.5404468665691,20.0675549027033,21.8001227999868,23.9837710244273,26.2683727362665,29.3441899790464,32.3248048450381,34.8665408465894,36.4802595829905,38.8356555854179,41.5732004726178,44.5721504563976,48.6925485135581,51.6615135462892,53.2309913168112,54.0299981198416,54.5129851368348,55.0710568726936,56.3186165603268,57.836815680428,58.5501100270666,59.2954483125766,59.507124357925,61.0422512064717,63.8629385071058,65.6896361022011,67.7349191368736,69.9776829252435,72.6348440868937,76.33367321377,80.1592424585572,83.7868863192535,87.9778181777562,89.0046772889508,94.5699557131623,96.3416765399038,96.1931166790954,97.582490299927,96.8976377952756,96.4163809658592,100,101.826363228045
Austria,AUT,Consumer price index (2010 = 100),FP.CPI.TOTL,17.8241659759429,18.4555437412517,19.2642252233401,19.7860497950297,20.5514879303747,21.5648625805576,22.0079812174919,22.8827262848889,23.5154017656475,24.2397695589399,25.2997346840593,26.4899011590001,28.173370135572,30.2951293621697,33.1797691086594,35.9818844826095,38.6152867024666,40.7370459290643,42.1931204792844,43.7573896340279,46.5264976570149,49.6917132604466,52.3929665372127,54.1424585166626,57.2086474555651,59.0333239215913,60.0401057714645,60.8818397985865,62.0481659402304,63.6417761922673,65.7176901849261,67.9109713337424,70.6415666301299,73.20711687075,75.3692187226342,77.0600266628414,78.4940935454354,79.519213119953,80.2527506978956,80.7093814395498,82.6019071178291,84.7908570145113,86.3258763824301,87.4960726122246,89.2995447582843,91.352665259889,92.6695568305428,94.6791480637343,97.7239823432117,98.2187670258861,100,103.286581973655,105.853949200371,107.971196398553,109.705002346264,110.68857934681,111.675470271742,113.999736749152,116.2778868282
